cohort_period,user_count,host_count,listing_count,total_ltv,total_cac,ltv_cac_ratio
2023-12-10,9,1,1,4348.44,18302.96,0.23758124368954528
2023-12-11,10,1,2,44036.28,27490.00,1.6019017824663513
2023-12-12,6,0,0,0.00,30254.29,0.0
2023-12-13,9,3,5,134607.30,33177.77,4.0571533288705055
2023-12-14,6,2,5,154191.24,12249.93,12.587111926353863
2023-12-15,5,2,3,80298.30,22643.55,3.5461886497479416
2023-12-16,11,2,4,120615.84,33582.75,3.591601045179445
2023-12-17,10,0,0,0.00,26657.26,0.0
2023-12-18,9,1,2,84128.94,36127.80,2.328648298540182
2023-12-19,7,1,1,24515.16,12684.88,1.9326284521414472
2023-12-20,9,1,4,82226.70,33054.88,2.4875812588035413
2023-12-21,8,2,2,28451.31,19026.97,1.4953148084009171
2023-12-22,9,1,2,35148.21,28924.32,1.21517843807564
2023-12-23,9,2,4,83518.20,22278.32,3.74885538945486
2023-12-24,6,0,0,0.00,20462.23,0.0
2023-12-25,8,1,1,5347.23,30565.13,0.17494543618823147
2023-12-26,11,1,1,14712.96,28062.35,0.5242953637168661
2023-12-27,7,1,2,64424.22,26572.28,2.424489731404306
2023-12-28,4,0,0,0.00,7526.40,0.0
2023-12-30,9,1,2,49892.40,30310.35,1.646051596236929
2023-12-31,7,2,4,80886.18,15386.25,5.257043139166463
2024-01-01,19,3,10,274978.68,8050.73,34.155744882762185
2024-01-02,12,0,0,0.00,10449.30,0.0
2024-01-03,7,0,0,0.00,6201.66,0.0
2024-01-04,8,2,3,50609.10,14316.83,3.534937552516863
2024-01-05,9,0,0,0.00,10609.41,0.0
2024-01-06,7,2,6,148033.02,15026.97,9.8511556221913
2024-01-07,6,1,2,21633.69,13015.26,1.6621788577408363
2024-01-08,11,2,4,98648.52,8580.88,11.496317394020195
2024-01-09,8,0,0,0.00,20425.24,0.0
2024-01-10,7,0,0,0.00,3579.69,0.0
2024-01-11,9,3,8,110049.75,20073.76,5.482268892325106
2024-01-12,8,3,6,123633.24,8274.99,14.940590864762376
2024-01-13,6,1,3,42306.45,6056.76,6.984996929051175
2024-01-14,8,1,2,49749.06,5647.12,8.809633937299012
2024-01-15,10,1,4,95709.21,13265.71,7.214782322242836
2024-01-16,8,1,2,53027.46,15600.00,3.399196153846154
2024-01-17,6,1,3,67626.30,16516.35,4.094506352795866
2024-01-18,5,0,0,0.00,12360.04,0.0
2024-01-19,7,2,2,50468.34,5341.97,9.447514680913594
2024-01-20,9,0,0,0.00,6531.63,0.0
2024-01-21,10,2,4,111629.04,19617.70,5.69022056612141
2024-01-22,12,1,1,30671.07,14194.68,2.1607440252263523
2024-01-23,7,0,0,0.00,17413.97,0.0
2024-01-24,4,1,1,8208.36,7479.77,1.097408075381997
2024-01-25,10,2,2,40830.96,19984.65,2.043116091600303
2024-01-26,8,1,2,65119.29,8932.66,7.290022233019056
2024-01-27,9,1,2,38642.79,18540.03,2.084289507622156
2024-01-28,4,0,0,0.00,8142.46,0.0
2024-01-29,4,0,0,0.00,8664.79,0.0
2024-01-30,9,1,2,88132.74,9746.70,9.04231586075287
2024-01-31,8,1,2,36816.57,5460.71,6.742084820472063
2024-02-01,12,1,1,32918.28,12520.34,2.629184191483618
2024-02-02,8,1,3,84232.98,14313.00,5.885068119891008
2024-02-03,4,0,0,0.00,0.00,
2024-02-04,7,0,0,0.00,14726.10,0.0
2024-02-05,7,0,0,0.00,9187.16,0.0
2024-02-06,9,1,4,93119.16,22889.71,4.068166874984437
2024-02-07,5,1,2,35119.44,14393.64,2.4399276347053283
2024-02-08,9,1,1,19452.69,17835.99,1.0906425715645724
2024-02-09,10,1,6,108051.90,23826.37,4.534971126529135
2024-02-10,7,2,3,87226.23,10819.03,8.062296712367004
2024-02-11,7,1,2,64506.00,26320.66,2.450774410672073
2024-02-12,10,2,5,119344.65,17357.02,6.875872125514633
2024-02-13,6,1,5,152766.99,8670.35,17.61947210896907
2024-02-14,9,2,5,119386.20,8063.00,14.806672454421431
2024-02-15,8,2,5,82108.11,9808.86,8.370810675246664
2024-02-16,7,2,4,124348.71,7916.22,15.708091740755057
2024-02-17,4,1,2,44322.00,3424.46,12.94277053900469
2024-02-18,10,2,7,157632.78,15405.68,10.23212088009098
2024-02-19,4,1,2,71876.25,2279.87,31.526468614438546
2024-02-20,4,1,1,8705.97,8373.20,1.0397422729661299
2024-02-21,12,1,2,43621.29,23080.71,1.8899457599008005
2024-02-22,6,1,1,22463.34,7844.79,2.863472444769076
2024-02-23,11,2,6,156202.26,18698.10,8.353910825164055
2024-02-24,8,0,0,0.00,20845.28,0.0
2024-02-25,8,0,0,0.00,3300.45,0.0
2024-02-26,8,2,3,43957.83,11877.94,3.7007957608810957
2024-02-27,13,5,12,329042.10,18426.44,17.857063002945768
2024-02-28,11,5,14,312428.73,32059.96,9.745137860434012
2024-02-29,8,0,0,0.00,3873.50,0.0
2024-03-01,18,2,7,171088.83,31081.31,5.504556596874456
2024-03-02,6,1,2,56982.54,21285.10,2.677109339397043
2024-03-03,5,0,0,0.00,18193.15,0.0
2024-03-04,7,0,0,0.00,8271.84,0.0
2024-03-05,9,2,5,139036.86,23804.32,5.840824690644387
2024-03-06,8,3,6,156317.31,22798.30,6.856533601189563
2024-03-07,9,5,7,124674.90,15710.34,7.935849892491187
2024-03-08,12,2,2,17613.84,21853.58,0.8059933429671476
2024-03-09,3,0,0,0.00,3230.95,0.0
2024-03-10,4,1,2,56991.09,12641.17,4.508371456123127
2024-03-11,6,1,2,60504.27,25627.34,2.3609266509906996
2024-03-12,8,1,2,70663.86,22109.31,3.1961133115416085
2024-03-13,10,4,7,236182.71,24355.89,9.697149642242595
2024-03-14,2,0,0,0.00,5506.65,0.0
2024-03-15,7,3,8,177118.38,21724.39,8.15297368533708
2024-03-16,6,0,0,0.00,17359.62,0.0
2024-03-17,12,2,6,107771.79,28641.94,3.76272661698195
2024-03-18,5,1,1,39017.70,7835.39,4.979675549015428
2024-03-19,13,2,3,89143.32,10527.47,8.467686918129429
2024-03-20,2,0,0,0.00,7727.08,0.0
2024-03-21,9,2,3,87295.68,26257.49,3.3246010947733384
2024-03-22,8,3,8,132126.45,15065.37,8.770209427315757
2024-03-23,10,1,4,48500.10,22969.42,2.1115073867777245
2024-03-24,5,0,0,0.00,10754.80,0.0
2024-03-25,13,0,0,0.00,29335.24,0.0
2024-03-26,8,0,0,0.00,19606.63,0.0
2024-03-27,7,0,0,0.00,22091.78,0.0
2024-03-28,5,1,3,60547.14,17790.64,3.4033143270843547
2024-03-29,6,0,0,0.00,20342.75,0.0
2024-03-30,11,1,4,52184.25,31498.04,1.6567459435571228
2024-03-31,12,2,4,75861.03,31585.44,2.4017721456468553
2024-04-01,8,1,3,71269.47,21569.29,3.3042102915765885
2024-04-02,10,3,7,173521.80,33554.57,5.171331356652759
2024-04-03,12,2,3,67396.77,20179.77,3.3398185410438277
2024-04-04,9,4,5,100531.38,22876.87,4.394455185521446
2024-04-05,3,1,3,52952.58,13006.44,4.071258545766558
2024-04-06,4,0,0,0.00,7028.09,0.0
2024-04-07,10,1,1,49528.11,31978.09,1.5488138910110016
2024-04-08,8,3,8,170629.05,19628.81,8.692786266717135
2024-04-09,8,1,2,47689.86,24586.87,1.939647462243059
2024-04-10,5,0,0,0.00,19737.65,0.0
2024-04-11,8,0,0,0.00,11952.93,0.0
2024-04-12,10,0,0,0.00,21466.24,0.0
2024-04-13,7,2,6,97004.40,12730.49,7.619848096970344
2024-04-14,4,0,0,0.00,14071.73,0.0
2024-04-15,6,1,2,40344.45,13771.56,2.929548286468635
2024-04-16,10,1,2,45666.03,24849.16,1.8377293236471575
2024-04-17,11,3,5,150305.61,22801.63,6.591880054189107
2024-04-18,1,1,5,84527.70,5645.02,14.973853059865155
2024-04-19,10,3,5,179102.13,30270.08,5.916803985982197
2024-04-20,9,5,11,329120.73,17461.35,18.848527175733835
2024-04-21,8,2,4,67486.56,9272.05,7.2784939684320085
2024-04-22,8,1,4,170579.52,17176.89,9.930756964735759
2024-04-23,8,2,3,92078.01,21252.46,4.3325812635337275
2024-04-24,10,0,0,0.00,16260.99,0.0
2024-04-25,11,0,0,0.00,26868.84,0.0
2024-04-26,4,1,3,70835.79,12975.09,5.459367911898877
2024-04-27,9,1,2,44688.57,24743.80,1.8060512128290724
2024-04-28,13,2,4,57072.24,22908.41,2.491322619073083
2024-04-29,5,1,2,29610.60,15384.41,1.9247146949411773
2024-04-30,5,3,7,104626.02,15569.14,6.720089870089164
2024-05-01,9,2,3,80331.81,18873.34,4.2563642683277045
2024-05-02,7,1,1,36804.45,24473.57,1.5038447598776965
2024-05-03,13,2,4,55571.61,17497.39,3.17599424828503
2024-05-04,13,3,6,119072.01,19188.51,6.20538072002464
2024-05-05,8,0,0,0.00,7337.17,0.0
2024-05-06,9,2,6,138153.81,7070.30,19.54002093263369
2024-05-07,12,1,2,53674.47,14312.07,3.7502939826314434
2024-05-08,10,0,0,0.00,8475.94,0.0
2024-05-09,5,1,1,52301.46,7142.24,7.322837093124846
2024-05-10,10,0,0,0.00,17693.57,0.0
2024-05-11,9,3,7,155437.29,16808.74,9.247408788523114
2024-05-12,4,0,0,0.00,2966.58,0.0
2024-05-13,10,3,3,98475.09,12957.87,7.599635588256403
2024-05-14,9,1,3,86815.92,14658.12,5.922718602385571
2024-05-15,12,4,15,427407.99,14480.84,29.515414161056956
2024-05-16,5,0,0,0.00,3233.49,0.0
2024-05-17,5,1,1,43098.99,7415.11,5.812319709350232
2024-05-18,15,4,8,154131.09,21570.91,7.145321639189074
2024-05-19,8,0,0,0.00,17034.60,0.0
2024-05-20,13,0,0,0.00,14395.43,0.0
2024-05-21,9,3,8,196831.77,14661.07,13.425470992226352
2024-05-22,3,0,0,0.00,12390.30,0.0
2024-05-23,10,1,2,55145.55,13127.83,4.200659971983184
2024-05-24,9,1,2,47946.36,13021.66,3.682046682220239
2024-05-25,4,1,2,23378.13,11186.57,2.0898389765584984
2024-05-26,8,3,7,198651.75,8658.13,22.94395556546275
2024-05-27,9,3,7,152020.50,9231.76,16.467120029116874
2024-05-28,10,1,3,96639.72,20960.69,4.610521886445532
2024-05-29,12,4,13,284134.77,10990.16,25.85356082168049
2024-05-30,6,4,15,356431.11,9985.53,35.6947613196295
2024-05-31,8,1,3,91619.04,9898.42,9.255925693191438
2024-06-01,8,2,4,140033.25,10032.64,13.957766849004848
2024-06-02,5,2,3,83183.37,1559.95,53.32438219173691
2024-06-03,9,2,5,148654.71,19805.49,7.505732501442781
2024-06-04,6,2,3,88558.92,18438.84,4.80284659989457
2024-06-05,11,0,0,0.00,23221.87,0.0
2024-06-06,9,6,12,286656.93,17072.36,16.79070321853569
2024-06-07,12,2,3,46622.28,15634.38,2.9820357443019807
2024-06-08,8,1,2,18708.72,9613.12,1.946165240837522
2024-06-09,9,2,4,102267.45,7291.97,14.024666859572926
2024-06-10,7,0,0,0.00,9343.69,0.0
2024-06-11,8,1,4,90833.61,16730.80,5.4291253257465275
2024-06-12,10,1,2,37521.39,20904.80,1.7948695993264705
2024-06-13,14,2,3,65299.77,13798.48,4.732388639908164
2024-06-14,11,5,13,335535.75,12946.73,25.91664072704073
2024-06-15,6,0,0,0.00,14697.93,0.0
2024-06-16,8,0,0,0.00,15968.23,0.0
2024-06-17,9,0,0,0.00,3585.13,0.0
2024-06-18,8,3,3,105995.46,12481.28,8.49235495077428
2024-06-19,4,0,0,0.00,12034.39,0.0
2024-06-20,11,3,10,210131.10,16705.85,12.578294429795552
2024-06-21,8,1,2,43283.13,7803.90,5.546346057740361
2024-06-22,13,2,5,160009.59,14425.61,11.092050180200351
2024-06-23,8,2,2,66435.42,21313.81,3.11701286630593
2024-06-24,10,1,4,90614.82,9387.72,9.652484309289157
2024-06-25,8,2,8,146964.03,4984.28,29.485508438530744
2024-06-26,5,1,2,43636.32,14448.92,3.0200402521434127
2024-06-27,11,2,5,110828.97,24217.66,4.576369888750606
2024-06-28,2,0,0,0.00,3202.28,0.0
2024-06-29,10,3,5,81390.30,17888.95,4.549752780347645
2024-06-30,17,3,7,158253.66,10892.48,14.528707879197393
2024-07-01,7,0,0,0.00,25323.50,0.0
2024-07-02,10,1,5,162145.53,10850.98,14.942938794468335
2024-07-03,13,3,8,220794.90,17740.47,12.44583148022572
2024-07-04,8,0,0,0.00,22814.34,0.0
2024-07-05,4,2,7,191303.61,13621.63,14.044105587950927
2024-07-06,10,3,7,152504.04,22737.45,6.707174287354123
2024-07-07,4,0,0,0.00,20735.96,0.0
2024-07-08,9,2,11,240604.95,14532.55,16.55627883612993
2024-07-09,6,2,7,214777.74,13335.87,16.1052664730535
2024-07-10,4,0,0,0.00,11088.89,0.0
2024-07-11,9,0,0,0.00,20920.48,0.0
2024-07-12,6,1,3,89007.72,13507.34,6.589581664487604
2024-07-13,5,3,8,142128.75,9237.87,15.385445995667832
2024-07-14,9,1,5,118178.22,20321.55,5.8154136864560035
2024-07-15,3,0,0,0.00,14408.31,0.0
2024-07-16,8,4,10,299467.83,16258.02,18.419698708698846
2024-07-17,9,0,0,0.00,23227.27,0.0
2024-07-18,9,2,4,63829.20,24622.22,2.5923413892004863
2024-07-19,6,2,5,117064.56,13357.51,8.763950766273055
2024-07-20,8,2,9,213200.61,14991.44,14.221489730139332
2024-07-21,14,2,3,39734.19,18341.04,2.166408775074914
2024-07-22,7,0,0,0.00,17824.32,0.0
2024-07-23,9,0,0,0.00,23575.67,0.0
2024-07-24,11,0,0,0.00,29907.22,0.0
2024-07-25,9,2,5,72849.84,11575.43,6.293488881190591
2024-07-26,9,1,3,41723.28,20828.27,2.003204298772774
2024-07-27,7,1,2,43809.12,22417.46,1.9542410246299091
2024-07-28,14,2,4,72159.15,28304.96,2.5493464749641053
2024-07-29,9,1,3,47554.50,23046.23,2.063439443240825
2024-07-30,6,1,1,21972.30,2172.58,10.113459573410415
2024-07-31,8,1,1,8040.63,13021.75,0.6174769136252808
2024-08-01,12,2,9,211156.20,14786.71,14.280133985179937
2024-08-02,7,1,1,9997.98,15006.11,0.6662606098449231
2024-08-03,7,0,0,0.00,13220.69,0.0
2024-08-04,7,3,10,251026.47,19785.91,12.68713291428092
2024-08-05,9,1,2,47652.27,9764.13,4.880339569424004
2024-08-06,9,0,0,0.00,9728.47,0.0
2024-08-07,3,0,0,0.00,3458.03,0.0
2024-08-08,6,2,4,93260.88,17019.78,5.47955849018025
2024-08-09,7,1,2,34943.31,13441.74,2.5996121037901343
2024-08-10,8,1,3,36129.18,21692.71,1.6654986859640866
2024-08-11,16,3,5,137839.23,28830.18,4.78107420765323
2024-08-12,11,1,1,9666.72,18407.07,0.5251634290519892
2024-08-13,5,0,0,0.00,14724.72,0.0
2024-08-14,6,1,2,36122.58,7418.31,4.869381301131929
2024-08-15,11,3,7,211124.34,14602.59,14.458006422148399
2024-08-16,5,1,5,106943.55,15148.49,7.0596838364747905
2024-08-17,3,1,1,21597.51,19892.51,1.0857106518986293
2024-08-18,5,0,0,0.00,9974.27,0.0
2024-08-19,10,3,10,227859.24,19721.98,11.553568150865177
2024-08-20,11,1,3,69550.89,18898.47,3.6802391939664956
2024-08-21,6,0,0,0.00,27436.31,0.0
2024-08-22,10,0,0,0.00,24745.59,0.0
2024-08-23,8,1,4,125680.20,25915.09,4.849691820479882
2024-08-24,7,0,0,0.00,27151.58,0.0
2024-08-25,4,0,0,0.00,17946.29,0.0
2024-08-26,5,0,0,0.00,11325.14,0.0
2024-08-27,10,3,3,71973.33,20225.11,3.558612536594362
2024-08-28,11,4,9,189338.64,26548.52,7.131796424056784
2024-08-29,8,1,3,92021.37,14179.86,6.489582407724758
2024-08-30,11,0,0,0.00,24830.60,0.0
2024-08-31,6,3,8,196329.42,17712.09,11.08448635931728
2024-09-01,8,3,7,102609.90,30075.04,3.411795961036128
2024-09-02,5,1,3,58521.81,12395.77,4.7211113145855395
2024-09-03,7,2,6,120748.11,14638.97,8.248402039214508
2024-09-04,8,1,1,26065.47,26985.06,0.9659222547587443
2024-09-05,13,2,6,137365.23,18082.42,7.596617598750611
2024-09-06,7,4,9,164270.97,14538.81,11.298790616288404
2024-09-07,1,0,0,0.00,5912.00,0.0
2024-09-08,9,2,4,75978.90,16272.61,4.669128062431287
2024-09-09,11,5,14,336396.36,14679.60,22.915907790403008
2024-09-10,10,0,0,0.00,19852.22,0.0
2024-09-11,8,3,4,84967.47,15510.23,5.478156674659242
2024-09-12,7,1,2,41886.12,18004.56,2.326417307615404
2024-09-13,9,2,6,109539.60,21930.19,4.9949225246110505
2024-09-14,9,1,1,11350.71,13853.68,0.8193281496324442
2024-09-15,7,1,2,52422.90,21235.03,2.4686991259254167
2024-09-16,6,0,0,0.00,20982.41,0.0
2024-09-17,7,1,1,56637.93,26586.06,2.130361926513368
2024-09-18,7,0,0,0.00,17920.44,0.0
2024-09-19,8,1,1,20274.36,24492.94,0.8277634289717772
2024-09-20,7,3,4,54938.85,14012.20,3.9207868857138775
2024-09-21,6,1,3,48601.74,6263.87,7.759059495168322
2024-09-22,9,2,6,130941.57,10569.39,12.388753750216429
2024-09-23,6,3,9,186527.49,7089.20,26.311500592450486
2024-09-24,7,1,5,55212.06,17616.22,3.134160449858142
2024-09-25,8,1,2,39893.85,3083.95,12.935958754195108
2024-09-26,13,1,2,72520.44,18788.37,3.859857986616189
2024-09-27,9,2,3,41027.43,16706.03,2.4558455838999453
2024-09-28,12,4,12,321989.46,11314.37,28.458452392842023
2024-09-29,7,3,7,173227.44,16779.27,10.323896093215021
2024-09-30,11,1,2,52714.53,20616.40,2.5569221590578373
2024-10-01,3,1,3,116756.55,2063.07,56.59359595166426
2024-10-02,5,0,0,0.00,11593.41,0.0
2024-10-03,9,1,3,86400.57,25020.80,3.453149779383553
2024-10-04,7,2,4,116648.01,10796.83,10.803912815150372
2024-10-05,9,2,6,106869.96,20104.44,5.315739209846184
2024-10-06,6,0,0,0.00,10448.33,0.0
2024-10-07,11,3,5,115890.12,19503.42,5.942040934359205
2024-10-08,10,1,1,27220.11,16168.15,1.6835636730238155
2024-10-09,10,2,6,121336.83,18145.88,6.686742665552731
2024-10-10,14,2,4,88336.08,17136.52,5.15484357384113
2024-10-11,7,1,2,46208.25,16182.32,2.855477459350699
2024-10-12,8,2,4,98211.39,12511.88,7.84945108169196
2024-10-13,10,1,6,99667.53,12827.23,7.769996328123843
2024-10-14,9,2,5,148381.89,16144.50,9.190863142246586
2024-10-15,8,2,5,170589.39,16055.34,10.625087354113958
2024-10-16,7,3,7,247362.15,10438.30,23.697551325407396
2024-10-17,5,1,1,25004.25,15492.40,1.6139687846944308
2024-10-18,6,1,1,35386.68,12408.41,2.8518303312027893
2024-10-19,8,2,6,144481.11,11828.99,12.214154378353518
2024-10-20,14,0,0,0.00,18315.40,0.0
2024-10-21,5,2,10,291859.53,10813.65,26.989918297707067
2024-10-22,11,4,6,212445.48,15643.56,13.580379402130974
2024-10-23,13,3,9,213355.80,13465.72,15.844366287135037
2024-10-24,7,2,3,55567.11,4888.51,11.366880705981986
2024-10-25,8,2,5,131715.66,9598.97,13.721853490530757
2024-10-26,6,2,9,247189.71,17660.13,13.997049285594159
2024-10-27,8,1,4,60105.69,11048.99,5.439926183298202
2024-10-28,12,0,0,0.00,11059.65,0.0
2024-10-29,8,1,4,84757.32,9845.85,8.60843096329926
2024-10-30,11,1,1,21726.36,14302.10,1.5191027891009012
2024-10-31,6,0,0,0.00,9446.61,0.0
2024-11-01,4,0,0,0.00,4454.04,0.0
2024-11-02,7,3,5,104346.12,10558.67,9.882506035324525
2024-11-03,8,1,3,79410.87,10577.45,7.507562786872072
2024-11-04,11,1,2,24242.94,14619.20,1.6582945715223814
2024-11-05,6,1,2,62116.59,8757.72,7.092780997793946
2024-11-06,7,1,2,50045.97,12008.32,4.167607958482119
2024-11-07,12,2,6,182451.36,12426.02,14.683008718801352
2024-11-08,4,0,0,0.00,6877.47,0.0
2024-11-09,8,0,0,0.00,11900.57,0.0
2024-11-10,5,2,4,98582.91,8567.78,11.506237321686598
2024-11-11,10,1,3,83647.14,10551.83,7.927263801634409
2024-11-12,8,1,3,43386.21,18270.33,2.3746812454947444
2024-11-13,11,1,2,45984.66,13520.80,3.4010310040825993
2024-11-14,5,0,0,0.00,13148.94,0.0
2024-11-15,8,2,7,111353.49,16308.42,6.82797536487287
2024-11-16,10,2,4,121112.88,11993.79,10.097965697248325
2024-11-17,7,2,2,61228.44,7844.64,7.805130636969957
2024-11-18,10,3,3,50437.08,15307.04,3.2950250342326144
2024-11-19,5,1,1,23986.05,4611.61,5.201231240282678
2024-11-20,9,1,1,32514.03,18018.39,1.8044914112748143
2024-11-21,6,2,4,158074.95,6990.01,22.614409707568374
2024-11-22,5,1,1,4709.01,12907.55,0.3648260126824998
2024-11-23,7,2,8,157915.59,11239.56,14.049979714508398
2024-11-24,4,1,2,48943.83,9568.44,5.115131620201412
2024-11-25,13,0,0,0.00,16160.78,0.0
2024-11-26,4,0,0,0.00,13375.03,0.0
2024-11-27,6,3,5,129438.45,12355.05,10.476562215450363
2024-11-28,5,1,1,34591.62,17284.89,2.001263531327073
2024-11-29,9,1,2,61176.21,17411.51,3.5135499448353418
2024-11-30,12,3,6,110336.46,20496.20,5.383264214830066
2024-12-01,11,2,5,95678.43,22654.51,4.223372299820213
2024-12-02,16,1,3,61772.91,21329.07,2.8961839405093612
2024-12-03,6,0,0,0.00,20991.08,0.0
2024-12-04,7,0,0,0.00,22869.15,0.0
2024-12-05,10,2,3,85580.91,15806.40,5.414320148800487
2024-12-06,12,4,9,194104.47,14664.28,13.236549629439699
2024-12-07,6,0,0,0.00,10237.92,0.0
2024-12-08,5,0,0,0.00,9788.30,0.0
2024-12-09,12,0,0,0.00,10181.18,0.0
2024-12-10,7,1,2,33008.82,11202.82,2.9464741913196857
2024-12-11,2,0,0,0.00,8071.73,0.0
2024-12-12,8,3,7,122003.16,10403.11,11.727566083603845
2024-12-13,9,0,0,0.00,10289.16,0.0
2024-12-14,6,2,3,78700.38,9977.12,7.888085940632166
2024-12-15,8,0,0,0.00,14890.62,0.0
2024-12-16,10,3,6,138260.46,11415.58,12.111558063628829
2024-12-17,10,0,0,0.00,16305.34,0.0
2024-12-18,4,1,3,103245.57,11999.15,8.604406978827667
2024-12-19,7,0,0,0.00,10088.31,0.0
2024-12-20,7,2,3,73789.71,7463.14,9.887220392488953
2024-12-21,12,3,10,204004.68,19314.77,10.562107651294838
2024-12-22,13,0,0,0.00,15031.28,0.0
2024-12-23,10,3,5,103885.77,16784.82,6.18926923255656
2024-12-24,5,0,0,0.00,10538.24,0.0
2024-12-25,5,1,1,27652.14,9790.84,2.824286782339411
2024-12-26,9,2,4,109779.78,11054.82,9.930490048684646
2024-12-27,8,1,2,32449.92,7384.70,4.394209649681097
2024-12-28,6,1,2,79258.08,8955.03,8.850677217161751
2024-12-29,11,5,6,144495.81,13925.13,10.376621977676331
2024-12-30,11,0,0,0.00,14615.82,0.0
2024-12-31,8,3,6,138536.46,8897.68,15.569953066417312
2025-01-01,9,0,0,0.00,7579.00,0.0
2025-01-02,6,0,0,0.00,3535.43,0.0
2025-01-03,5,0,0,0.00,2036.10,0.0
2025-01-04,10,0,0,0.00,5818.20,0.0
2025-01-05,3,2,4,74839.29,2519.55,29.70343513722688
2025-01-06,7,1,2,85963.20,4309.94,19.945335665925747
2025-01-07,10,1,2,52414.92,6172.94,8.49107880523705
2025-01-08,10,1,2,94703.37,6666.16,14.206585200475235
2025-01-09,6,1,1,54681.39,5308.16,10.301383153484446
2025-01-10,9,2,5,114640.38,5911.70,19.392117326657306
2025-01-11,6,2,2,70643.34,1403.25,50.34266167824693
2025-01-12,5,2,6,116135.13,4878.70,23.8045237460799
2025-01-13,7,3,9,158409.57,4444.89,35.63858048230665
2025-01-14,4,0,0,0.00,5145.02,0.0
2025-01-15,8,1,2,42551.16,4213.16,10.099583210701708
2025-01-16,12,0,0,0.00,5746.93,0.0
2025-01-17,14,2,4,87035.28,7300.37,11.922036828270349
2025-01-18,9,0,0,0.00,8437.51,0.0
2025-01-19,12,1,3,80030.40,8300.98,9.641078523258699
2025-01-20,10,1,4,103331.01,7405.21,13.953825752409452
2025-01-21,6,1,2,75278.04,7039.55,10.693586948029347
2025-01-22,8,1,2,93974.49,4713.67,19.936586566306087
2025-01-23,3,0,0,0.00,1569.98,0.0
2025-01-24,6,2,2,21744.93,6935.54,3.1352901143962835
2025-01-25,6,1,1,41733.90,7195.58,5.799935515969526
2025-01-26,10,1,1,6277.44,5084.37,1.2346544409631872
2025-01-27,7,2,6,154012.35,2533.55,60.78914961220422
2025-01-28,9,2,4,89934.33,5057.40,17.78272037015067
2025-01-29,3,2,7,150756.84,4589.86,32.84562927845294
2025-01-30,13,3,5,100408.86,6925.43,14.498574095760118
2025-01-31,4,0,0,0.00,4053.08,0.0
2025-02-01,9,4,4,95989.92,5907.46,16.248932705426697
2025-02-02,9,1,1,39227.88,4560.71,8.601266030946935
2025-02-03,9,1,1,17009.10,6372.25,2.6692455569069007
2025-02-04,10,2,2,49659.39,2966.90,16.737803768242948
2025-02-05,5,1,1,41435.82,5122.51,8.088968103527371
2025-02-06,8,0,0,0.00,7307.17,0.0
2025-02-07,9,0,0,0.00,4638.30,0.0
2025-02-08,8,2,8,152832.15,2917.33,52.38767983052997
2025-02-09,9,1,1,49412.43,7551.27,6.543592005053454
2025-02-10,11,2,5,111647.34,8131.21,13.730716584616557
2025-02-11,10,0,0,0.00,7715.11,0.0
2025-02-12,9,1,2,62378.67,8174.27,7.631099780163855
2025-02-13,14,1,4,151984.26,5911.57,25.709627053388527
2025-02-14,6,1,3,72087.15,4633.28,15.558556789142896
2025-02-15,6,1,1,35015.19,4113.47,8.512324144821768
2025-02-16,7,1,1,13909.89,4621.23,3.0099973383709533
2025-02-17,10,5,18,410741.64,5094.71,80.6212012067419
2025-02-18,7,2,4,105613.41,4623.85,22.841011278480053
2025-02-19,8,2,8,164699.40,3559.26,46.273495052342334
2025-02-20,9,1,2,60969.42,5704.45,10.68804529796913
2025-02-21,7,1,4,97659.27,2439.95,40.02511117031087
2025-02-22,10,5,8,178591.11,8230.13,21.699670600585897
2025-02-23,6,3,6,66875.04,6257.66,10.686908524911868
2025-02-24,10,0,0,0.00,5982.22,0.0
2025-02-25,8,2,8,185065.17,2120.91,87.25743666633663
2025-02-26,8,0,0,0.00,6793.45,0.0
2025-02-27,6,2,6,155827.23,2706.43,57.57667111286825
2025-02-28,14,3,7,177973.35,6200.72,28.702045891444865
2025-03-01,9,1,4,45888.03,5624.88,8.158046038315483
2025-03-02,10,1,2,44559.60,3097.58,14.385294326538782
2025-03-03,4,2,7,207210.57,1962.48,105.58607985813869
2025-03-04,5,0,0,0.00,1851.91,0.0
2025-03-05,10,1,3,93255.96,4617.70,20.195326677783314
2025-03-06,5,0,0,0.00,3363.09,0.0
2025-03-07,9,0,0,0.00,2637.47,0.0
2025-03-08,6,1,2,34810.77,1651.71,21.07559438400203
2025-03-09,6,0,0,0.00,606.61,0.0
2025-03-10,7,2,5,84746.22,2814.37,30.11196822024112
2025-03-11,6,1,2,69512.61,3369.50,20.629948063510906
2025-03-12,12,2,5,89789.52,5292.89,16.96417647069937
2025-03-13,5,1,1,40892.16,4678.31,8.74079742471106
2025-03-14,11,3,5,86519.25,5766.97,15.002548998867688
2025-03-15,8,3,6,146481.99,6075.77,24.109205911349505
2025-03-16,6,3,4,93298.05,4959.50,18.811987095473334
2025-03-17,8,2,6,220252.02,2478.66,88.85931107937354
2025-03-18,12,6,9,182506.41,5677.14,32.14759720563523
2025-03-19,8,1,3,86990.52,4859.42,17.901420334113947
2025-03-20,13,3,10,271015.80,5659.05,47.89068836642192
2025-03-21,9,2,6,173579.94,5330.20,32.56537090540693
