date,campaign_id,campaign_name,channel,spend_amount,impressions,attributed_signups
2024-06-09,C0211,instagram_0211,instagram,347.65,26310,0
2024-06-09,C0232,google_search_0232,google_search,279.31,11444,1
2024-06-09,C0240,tiktok_0240,tiktok,1187.21,199753,0
2024-06-09,C0281,instagram_0281,instagram,234.57,24431,0
2024-06-09,C0293,instagram_0293,instagram,995.53,63711,0
2024-06-09,C0304,google_display_0304,google_display,641.56,135177,0
2024-06-09,C0317,instagram_0317,instagram,1461.53,100415,0
2024-06-09,C0388,google_display_0388,google_display,305.63,60625,0
2024-06-09,C0402,tiktok_0402,tiktok,593.89,86827,0
2024-06-09,C0457,instagram_0457,instagram,744.03,82767,0
2024-06-09,C0479,google_display_0479,google_display,1049.47,252617,0
2024-06-09,C0558,google_search_0558,google_search,736.52,32171,1
2024-06-09,C0590,google_display_0590,google_display,167.18,44855,0
2024-06-09,C0628,google_search_0628,google_search,547.54,25960,1
2024-06-09,C0681,google_display_0681,google_display,1018.56,195461,0
2024-06-09,C0726,instagram_0726,instagram,796.43,77380,0
2024-06-09,C0727,tiktok_0727,tiktok,940.23,126915,0
2024-06-09,C0746,google_display_0746,google_display,772.71,160351,0
2024-06-10,C0011,google_display_0011,google_display,827.36,296436,0
2024-06-10,C0024,facebook_0024,facebook,929.04,92599,2
2024-06-10,C0125,instagram_0125,instagram,276.27,29605,1
2024-06-10,C0148,instagram_0148,instagram,1540.63,100576,0
2024-06-10,C0158,tiktok_0158,tiktok,636.86,100171,0
2024-06-10,C0201,tiktok_0201,tiktok,818.08,181345,0
2024-06-10,C0206,tiktok_0206,tiktok,866.70,93856,0
2024-06-10,C0211,instagram_0211,instagram,414.14,28519,0
2024-06-10,C0232,google_search_0232,google_search,417.76,18112,1
2024-06-10,C0240,tiktok_0240,tiktok,1382.94,207298,0
2024-06-10,C0281,instagram_0281,instagram,230.25,18110,0
2024-06-10,C0293,instagram_0293,instagram,1145.96,80789,0
2024-06-10,C0304,google_display_0304,google_display,636.19,137378,0
2024-06-10,C0317,instagram_0317,instagram,924.88,85192,0
2024-06-10,C0388,google_display_0388,google_display,824.06,215054,0
2024-06-10,C0402,tiktok_0402,tiktok,549.76,74594,0
2024-06-10,C0457,instagram_0457,instagram,506.16,55336,0
2024-06-10,C0479,google_display_0479,google_display,776.40,324229,0
2024-06-10,C0558,google_search_0558,google_search,736.04,30097,0
2024-06-10,C0590,google_display_0590,google_display,882.72,280232,0
2024-06-10,C0628,google_search_0628,google_search,1076.49,40726,0
2024-06-10,C0681,google_display_0681,google_display,508.17,191032,0
2024-06-10,C0726,instagram_0726,instagram,1146.07,102002,0
2024-06-10,C0727,tiktok_0727,tiktok,480.00,92451,0
2024-06-10,C0746,google_display_0746,google_display,901.15,376293,0
2024-06-11,C0011,google_display_0011,google_display,788.25,186260,1
2024-06-11,C0024,facebook_0024,facebook,670.54,75251,1
2024-06-11,C0125,instagram_0125,instagram,784.99,85943,1
2024-06-11,C0148,instagram_0148,instagram,1154.24,85957,0
2024-06-11,C0158,tiktok_0158,tiktok,188.10,32642,0
2024-06-11,C0201,tiktok_0201,tiktok,805.06,90658,0
2024-06-11,C0206,tiktok_0206,tiktok,901.80,117954,0
2024-06-11,C0211,instagram_0211,instagram,264.91,19839,0
2024-06-11,C0232,google_search_0232,google_search,305.02,13711,1
2024-06-11,C0240,tiktok_0240,tiktok,863.19,136429,0
2024-06-11,C0248,instagram_0248,instagram,565.66,49406,0
2024-06-11,C0281,instagram_0281,instagram,309.07,19640,0
2024-06-11,C0293,instagram_0293,instagram,1567.39,156347,0
2024-06-11,C0304,google_display_0304,google_display,629.81,134264,0
2024-06-11,C0317,instagram_0317,instagram,1358.28,165992,0
2024-06-11,C0388,google_display_0388,google_display,1065.25,191186,0
2024-06-11,C0402,tiktok_0402,tiktok,1033.52,179589,0
2024-06-11,C0457,instagram_0457,instagram,771.91,48444,0
2024-06-11,C0479,google_display_0479,google_display,945.17,362454,0
2024-06-11,C0558,google_search_0558,google_search,685.77,23944,1
2024-06-11,C0590,google_display_0590,google_display,1251.36,387795,0
2024-06-11,C0628,google_search_0628,google_search,540.93,19647,1
2024-06-11,C0681,google_display_0681,google_display,1113.73,298181,0
2024-06-11,C0726,instagram_0726,instagram,1057.73,97491,0
2024-06-11,C0727,tiktok_0727,tiktok,893.01,101381,0
2024-06-11,C0746,google_display_0746,google_display,900.79,290381,0
2024-06-12,C0011,google_display_0011,google_display,899.85,360160,2
2024-06-12,C0024,facebook_0024,facebook,617.61,51904,2
2024-06-12,C0125,instagram_0125,instagram,459.89,29658,2
2024-06-12,C0148,instagram_0148,instagram,1608.72,165886,0
2024-06-12,C0158,tiktok_0158,tiktok,157.70,37299,1
2024-06-12,C0201,tiktok_0201,tiktok,1082.85,168144,0
2024-06-12,C0206,tiktok_0206,tiktok,1099.83,143339,0
2024-06-12,C0211,instagram_0211,instagram,319.41,22639,0
2024-06-12,C0232,google_search_0232,google_search,432.12,17074,1
2024-06-12,C0240,tiktok_0240,tiktok,1376.79,179879,0
2024-06-12,C0248,instagram_0248,instagram,1268.53,120583,0
2024-06-12,C0281,instagram_0281,instagram,303.08,23138,0
2024-06-12,C0293,instagram_0293,instagram,851.91,54566,0
2024-06-12,C0304,google_display_0304,google_display,619.13,279426,0
2024-06-12,C0317,instagram_0317,instagram,1766.73,151890,0
2024-06-12,C0388,google_display_0388,google_display,549.95,139374,0
2024-06-12,C0402,tiktok_0402,tiktok,524.48,61906,0
2024-06-12,C0457,instagram_0457,instagram,1083.38,69845,0
2024-06-12,C0479,google_display_0479,google_display,596.05,252940,0
2024-06-12,C0558,google_search_0558,google_search,782.44,38464,0
2024-06-12,C0590,google_display_0590,google_display,1399.66,309871,0
2024-06-12,C0628,google_search_0628,google_search,518.89,26552,0
2024-06-12,C0681,google_display_0681,google_display,817.53,160209,0
2024-06-12,C0726,instagram_0726,instagram,492.61,47481,0
2024-06-12,C0727,tiktok_0727,tiktok,632.60,77968,0
2024-06-12,C0746,google_display_0746,google_display,643.06,202456,0
2024-06-13,C0011,google_display_0011,google_display,1304.56,334523,1
2024-06-13,C0024,facebook_0024,facebook,719.36,66279,2
2024-06-13,C0125,instagram_0125,instagram,776.98,90041,0
2024-06-13,C0148,instagram_0148,instagram,1129.48,102849,0
2024-06-13,C0158,tiktok_0158,tiktok,946.95,107120,1
2024-06-13,C0201,tiktok_0201,tiktok,925.63,213329,0
2024-06-13,C0206,tiktok_0206,tiktok,993.74,108030,0
2024-06-13,C0211,instagram_0211,instagram,308.20,19477,0
2024-06-13,C0232,google_search_0232,google_search,293.83,12371,2
2024-06-13,C0240,tiktok_0240,tiktok,676.04,114850,0
2024-06-13,C0248,instagram_0248,instagram,1324.80,126636,0
2024-06-13,C0281,instagram_0281,instagram,292.23,30457,0
2024-06-13,C0293,instagram_0293,instagram,1298.75,147305,0
2024-06-13,C0304,google_display_0304,google_display,661.32,136387,0
2024-06-13,C0317,instagram_0317,instagram,1461.64,95587,0
2024-06-13,C0388,google_display_0388,google_display,861.85,325506,0
2024-06-13,C0402,tiktok_0402,tiktok,347.99,49357,0
2024-06-13,C0457,instagram_0457,instagram,547.34,38880,0
2024-06-13,C0479,google_display_0479,google_display,1148.07,354370,0
2024-06-13,C0558,google_search_0558,google_search,770.70,24166,1
2024-06-13,C0590,google_display_0590,google_display,1136.26,482983,0
2024-06-13,C0628,google_search_0628,google_search,586.61,24762,1
2024-06-13,C0681,google_display_0681,google_display,1077.65,200984,0
2024-06-13,C0726,instagram_0726,instagram,252.35,18631,0
2024-06-13,C0727,tiktok_0727,tiktok,552.56,91128,0
2024-06-13,C0746,google_display_0746,google_display,795.36,208016,0
2024-06-14,C0011,google_display_0011,google_display,744.94,142687,0
2024-06-14,C0024,facebook_0024,facebook,621.43,50911,2
2024-06-14,C0125,instagram_0125,instagram,260.22,16914,2
2024-06-14,C0158,tiktok_0158,tiktok,931.23,99680,3
2024-06-14,C0201,tiktok_0201,tiktok,1227.48,133499,0
2024-06-14,C0206,tiktok_0206,tiktok,715.14,77863,0
2024-06-14,C0211,instagram_0211,instagram,234.62,14781,0
2024-06-14,C0232,google_search_0232,google_search,322.67,12420,1
2024-06-14,C0240,tiktok_0240,tiktok,1355.91,154764,0
2024-06-14,C0248,instagram_0248,instagram,1294.39,89032,0
2024-06-14,C0281,instagram_0281,instagram,164.13,15835,0
2024-06-14,C0293,instagram_0293,instagram,1066.96,72560,0
2024-06-14,C0304,google_display_0304,google_display,707.61,235445,0
2024-06-14,C0317,instagram_0317,instagram,829.30,76874,0
2024-06-14,C0388,google_display_0388,google_display,909.68,228571,0
2024-06-14,C0402,tiktok_0402,tiktok,533.28,88799,0
2024-06-14,C0457,instagram_0457,instagram,812.04,70466,0
2024-06-14,C0479,google_display_0479,google_display,652.32,189598,0
2024-06-14,C0558,google_search_0558,google_search,716.60,23025,1
2024-06-14,C0590,google_display_0590,google_display,478.62,196865,0
2024-06-14,C0628,google_search_0628,google_search,846.57,35483,1
2024-06-14,C0681,google_display_0681,google_display,632.12,178047,0
2024-06-14,C0726,instagram_0726,instagram,397.02,35287,0
2024-06-14,C0727,tiktok_0727,tiktok,617.74,89361,0
2024-06-14,C0746,google_display_0746,google_display,749.71,349691,0
2024-06-15,C0011,google_display_0011,google_display,639.55,109924,0
2024-06-15,C0024,facebook_0024,facebook,542.75,51993,0
2024-06-15,C0125,instagram_0125,instagram,296.05,19964,1
2024-06-15,C0158,tiktok_0158,tiktok,1120.75,169250,1
2024-06-15,C0201,tiktok_0201,tiktok,1222.58,177655,0
2024-06-15,C0206,tiktok_0206,tiktok,646.56,138044,0
2024-06-15,C0211,instagram_0211,instagram,284.68,21569,0
2024-06-15,C0232,google_search_0232,google_search,308.28,10209,2
2024-06-15,C0240,tiktok_0240,tiktok,926.08,170555,0
2024-06-15,C0248,instagram_0248,instagram,815.19,55382,0
2024-06-15,C0281,instagram_0281,instagram,283.07,32781,0
2024-06-15,C0293,instagram_0293,instagram,1324.64,107797,0
2024-06-15,C0304,google_display_0304,google_display,473.88,139828,0
2024-06-15,C0317,instagram_0317,instagram,894.45,67191,0
2024-06-15,C0388,google_display_0388,google_display,524.13,182500,0
2024-06-15,C0402,tiktok_0402,tiktok,715.16,80823,0
2024-06-15,C0457,instagram_0457,instagram,1053.95,94693,0
2024-06-15,C0479,google_display_0479,google_display,1093.34,221537,0
2024-06-15,C0480,google_search_0480,google_search,1096.91,49904,0
2024-06-15,C0558,google_search_0558,google_search,757.63,28934,0
2024-06-15,C0590,google_display_0590,google_display,601.84,105488,0
2024-06-15,C0628,google_search_0628,google_search,1086.78,50823,0
2024-06-15,C0681,google_display_0681,google_display,742.60,140089,0
2024-06-15,C0726,instagram_0726,instagram,883.62,60099,0
2024-06-15,C0727,tiktok_0727,tiktok,981.55,182041,0
2024-06-15,C0746,google_display_0746,google_display,926.91,220281,0
2024-06-16,C0011,google_display_0011,google_display,1155.62,276903,1
2024-06-16,C0024,facebook_0024,facebook,746.61,70104,2
2024-06-16,C0125,instagram_0125,instagram,604.45,43513,0
2024-06-16,C0158,tiktok_0158,tiktok,1022.06,163320,1
2024-06-16,C0201,tiktok_0201,tiktok,717.11,139178,0
2024-06-16,C0206,tiktok_0206,tiktok,922.66,178994,0
2024-06-16,C0211,instagram_0211,instagram,332.79,41305,0
2024-06-16,C0232,google_search_0232,google_search,279.22,9844,2
2024-06-16,C0240,tiktok_0240,tiktok,1190.83,136929,0
2024-06-16,C0248,instagram_0248,instagram,572.97,39641,0
2024-06-16,C0281,instagram_0281,instagram,172.05,19001,0
2024-06-16,C0293,instagram_0293,instagram,811.71,61051,0
2024-06-16,C0304,google_display_0304,google_display,576.83,208261,0
2024-06-16,C0317,instagram_0317,instagram,1419.94,100813,0
2024-06-16,C0388,google_display_0388,google_display,1019.64,283852,0
2024-06-16,C0402,tiktok_0402,tiktok,455.56,56851,0
2024-06-16,C0457,instagram_0457,instagram,495.33,40593,0
2024-06-16,C0479,google_display_0479,google_display,1078.81,215722,0
2024-06-16,C0480,google_search_0480,google_search,617.22,30883,0
2024-06-16,C0558,google_search_0558,google_search,715.60,22566,0
2024-06-16,C0590,google_display_0590,google_display,864.07,174458,0
2024-06-16,C0592,google_display_0592,google_display,684.54,211597,0
2024-06-16,C0611,google_search_0611,google_search,1284.73,48468,0
2024-06-16,C0628,google_search_0628,google_search,938.73,50572,0
2024-06-16,C0681,google_display_0681,google_display,277.90,53468,0
2024-06-16,C0726,instagram_0726,instagram,1266.20,87674,0
2024-06-16,C0727,tiktok_0727,tiktok,490.34,65044,0
2024-06-16,C0746,google_display_0746,google_display,930.15,283027,0
2024-06-17,C0011,google_display_0011,google_display,1327.91,432185,0
2024-06-17,C0024,facebook_0024,facebook,664.65,48007,0
2024-06-17,C0125,instagram_0125,instagram,415.28,34148,0
2024-06-17,C0158,tiktok_0158,tiktok,739.33,174155,0
2024-06-17,C0201,tiktok_0201,tiktok,1267.75,174909,0
2024-06-17,C0206,tiktok_0206,tiktok,628.54,116637,0
2024-06-17,C0211,instagram_0211,instagram,275.46,32453,0
2024-06-17,C0232,google_search_0232,google_search,247.56,8329,3
2024-06-17,C0240,tiktok_0240,tiktok,1282.46,136322,0
2024-06-17,C0248,instagram_0248,instagram,724.24,52660,0
2024-06-17,C0281,instagram_0281,instagram,276.31,23158,0
2024-06-17,C0293,instagram_0293,instagram,1573.12,133050,0
2024-06-17,C0304,google_display_0304,google_display,386.19,109253,0
2024-06-17,C0317,instagram_0317,instagram,1824.65,153881,0
2024-06-17,C0388,google_display_0388,google_display,271.86,89893,0
2024-06-17,C0402,tiktok_0402,tiktok,357.23,67870,0
2024-06-17,C0457,instagram_0457,instagram,691.09,63158,0
2024-06-17,C0479,google_display_0479,google_display,1617.25,308716,0
2024-06-17,C0480,google_search_0480,google_search,650.67,32684,0
2024-06-17,C0558,google_search_0558,google_search,793.74,28545,0
2024-06-17,C0590,google_display_0590,google_display,907.34,158648,0
2024-06-17,C0592,google_display_0592,google_display,583.16,256020,0
2024-06-17,C0611,google_search_0611,google_search,803.51,26024,0
2024-06-17,C0628,google_search_0628,google_search,1089.65,49315,1
2024-06-17,C0681,google_display_0681,google_display,326.59,139301,0
2024-06-17,C0726,instagram_0726,instagram,824.80,58384,0
2024-06-17,C0727,tiktok_0727,tiktok,1053.74,159380,0
2024-06-17,C0746,google_display_0746,google_display,954.34,347178,0
2024-06-18,C0011,google_display_0011,google_display,998.80,319607,2
2024-06-18,C0024,facebook_0024,facebook,969.77,100685,1
2024-06-18,C0125,instagram_0125,instagram,428.71,34329,0
2024-06-18,C0158,tiktok_0158,tiktok,675.87,126492,0
2024-06-18,C0201,tiktok_0201,tiktok,1486.16,155951,0
2024-06-18,C0206,tiktok_0206,tiktok,721.41,134372,0
2024-06-18,C0211,instagram_0211,instagram,350.73,33148,0
2024-06-18,C0232,google_search_0232,google_search,398.11,22082,2
2024-06-18,C0240,tiktok_0240,tiktok,997.64,120847,0
2024-06-18,C0248,instagram_0248,instagram,692.68,71094,0
2024-06-18,C0281,instagram_0281,instagram,285.22,21888,0
2024-06-18,C0293,instagram_0293,instagram,816.59,53005,0
2024-06-18,C0304,google_display_0304,google_display,401.16,80512,0
2024-06-18,C0317,instagram_0317,instagram,663.07,45089,0
2024-06-18,C0388,google_display_0388,google_display,1311.31,429932,0
2024-06-18,C0402,tiktok_0402,tiktok,932.90,94620,0
2024-06-18,C0457,instagram_0457,instagram,1211.94,136996,0
2024-06-18,C0479,google_display_0479,google_display,1322.03,226699,0
2024-06-18,C0480,google_search_0480,google_search,1501.27,81019,1
2024-06-18,C0558,google_search_0558,google_search,710.91,31127,0
2024-06-18,C0590,google_display_0590,google_display,1086.91,320832,0
2024-06-18,C0592,google_display_0592,google_display,535.01,192960,0
2024-06-18,C0611,google_search_0611,google_search,1359.86,44419,1
2024-06-18,C0628,google_search_0628,google_search,804.97,31573,0
2024-06-18,C0681,google_display_0681,google_display,502.76,86092,0
2024-06-18,C0726,instagram_0726,instagram,1136.86,71661,0
2024-06-18,C0727,tiktok_0727,tiktok,939.04,115737,0
2024-06-18,C0735,instagram_0735,instagram,1352.75,121825,0
2024-06-18,C0746,google_display_0746,google_display,578.41,113525,0
2024-06-19,C0011,google_display_0011,google_display,826.50,195589,0
2024-06-19,C0024,facebook_0024,facebook,575.46,78270,0
2024-06-19,C0125,instagram_0125,instagram,915.09,100225,1
2024-06-19,C0158,tiktok_0158,tiktok,507.94,117436,1
2024-06-19,C0201,tiktok_0201,tiktok,1301.07,218878,0
2024-06-19,C0206,tiktok_0206,tiktok,825.26,189562,0
2024-06-19,C0211,instagram_0211,instagram,309.46,23292,0
2024-06-19,C0232,google_search_0232,google_search,410.12,15132,0
2024-06-19,C0240,tiktok_0240,tiktok,1364.77,278178,0
2024-06-19,C0248,instagram_0248,instagram,644.42,51714,0
2024-06-19,C0281,instagram_0281,instagram,288.56,18901,0
2024-06-19,C0293,instagram_0293,instagram,899.48,64616,0
2024-06-19,C0304,google_display_0304,google_display,581.09,128846,0
2024-06-19,C0317,instagram_0317,instagram,798.52,67332,0
2024-06-19,C0388,google_display_0388,google_display,1232.86,226763,0
2024-06-19,C0402,tiktok_0402,tiktok,417.08,60764,0
2024-06-19,C0457,instagram_0457,instagram,531.70,34929,0
2024-06-19,C0479,google_display_0479,google_display,1050.35,336000,0
2024-06-19,C0480,google_search_0480,google_search,1562.15,76991,0
2024-06-19,C0558,google_search_0558,google_search,670.78,28042,0
2024-06-19,C0590,google_display_0590,google_display,1231.09,548015,0
2024-06-19,C0592,google_display_0592,google_display,603.71,186317,0
2024-06-19,C0611,google_search_0611,google_search,1029.34,36695,0
2024-06-19,C0628,google_search_0628,google_search,1086.54,43816,0
2024-06-19,C0681,google_display_0681,google_display,743.13,133103,0
2024-06-19,C0726,instagram_0726,instagram,900.20,86603,0
2024-06-19,C0727,tiktok_0727,tiktok,960.49,147776,0
2024-06-19,C0735,instagram_0735,instagram,1370.35,160181,0
2024-06-19,C0746,google_display_0746,google_display,748.07,185351,0
2024-06-20,C0011,google_display_0011,google_display,1137.33,191738,0
2024-06-20,C0024,facebook_0024,facebook,715.49,78081,1
2024-06-20,C0125,instagram_0125,instagram,583.39,56852,1
2024-06-20,C0158,tiktok_0158,tiktok,1222.60,153135,2
2024-06-20,C0201,tiktok_0201,tiktok,1247.58,144990,0
2024-06-20,C0206,tiktok_0206,tiktok,586.69,61455,0
2024-06-20,C0211,instagram_0211,instagram,254.15,16405,0
2024-06-20,C0232,google_search_0232,google_search,331.29,16377,3
2024-06-20,C0240,tiktok_0240,tiktok,1033.09,108318,0
2024-06-20,C0248,instagram_0248,instagram,997.02,75035,0
2024-06-20,C0281,instagram_0281,instagram,280.88,33596,0
2024-06-20,C0293,instagram_0293,instagram,1530.47,136847,0
2024-06-20,C0304,google_display_0304,google_display,474.77,94919,0
2024-06-20,C0317,instagram_0317,instagram,663.87,70536,0
2024-06-20,C0388,google_display_0388,google_display,1255.38,353327,0
2024-06-20,C0402,tiktok_0402,tiktok,400.96,40901,0
2024-06-20,C0457,instagram_0457,instagram,792.52,63267,0
2024-06-20,C0479,google_display_0479,google_display,1248.34,541306,0
2024-06-20,C0480,google_search_0480,google_search,860.23,37898,0
2024-06-20,C0558,google_search_0558,google_search,731.02,39130,0
2024-06-20,C0590,google_display_0590,google_display,644.80,294985,0
2024-06-20,C0592,google_display_0592,google_display,574.52,100907,0
2024-06-20,C0611,google_search_0611,google_search,636.09,22365,0
2024-06-20,C0628,google_search_0628,google_search,724.22,27944,0
2024-06-20,C0681,google_display_0681,google_display,712.18,120989,0
2024-06-20,C0726,instagram_0726,instagram,1062.28,131710,0
2024-06-20,C0727,tiktok_0727,tiktok,941.93,174001,0
2024-06-20,C0735,instagram_0735,instagram,1110.08,132883,0
2024-06-20,C0746,google_display_0746,google_display,917.70,205387,0
2024-06-21,C0011,google_display_0011,google_display,1174.75,216034,0
2024-06-21,C0024,facebook_0024,facebook,340.15,42694,1
2024-06-21,C0125,instagram_0125,instagram,212.49,13339,0
2024-06-21,C0158,tiktok_0158,tiktok,212.07,35819,1
2024-06-21,C0201,tiktok_0201,tiktok,938.84,169485,0
2024-06-21,C0206,tiktok_0206,tiktok,1128.00,142250,0
2024-06-21,C0211,instagram_0211,instagram,296.46,24389,0
2024-06-21,C0232,google_search_0232,google_search,242.41,12647,3
2024-06-21,C0240,tiktok_0240,tiktok,939.74,110402,0
2024-06-21,C0248,instagram_0248,instagram,1149.82,117153,0
2024-06-21,C0281,instagram_0281,instagram,282.49,27267,0
2024-06-21,C0293,instagram_0293,instagram,1346.16,155210,0
2024-06-21,C0304,google_display_0304,google_display,676.66,258260,0
2024-06-21,C0317,instagram_0317,instagram,1701.67,110605,0
2024-06-21,C0388,google_display_0388,google_display,694.52,187589,0
2024-06-21,C0402,tiktok_0402,tiktok,637.72,67536,0
2024-06-21,C0457,instagram_0457,instagram,702.58,69967,0
2024-06-21,C0479,google_display_0479,google_display,468.64,157286,0
2024-06-21,C0480,google_search_0480,google_search,533.95,21859,0
2024-06-21,C0558,google_search_0558,google_search,673.25,36651,0
2024-06-21,C0590,google_display_0590,google_display,1214.17,342619,0
2024-06-21,C0592,google_display_0592,google_display,535.83,186921,0
2024-06-21,C0611,google_search_0611,google_search,1294.87,43558,1
2024-06-21,C0628,google_search_0628,google_search,412.28,15779,0
2024-06-21,C0681,google_display_0681,google_display,363.37,91611,0
2024-06-21,C0726,instagram_0726,instagram,869.78,64303,0
2024-06-21,C0727,tiktok_0727,tiktok,450.62,84491,0
2024-06-21,C0735,instagram_0735,instagram,1410.88,168310,0
2024-06-21,C0746,google_display_0746,google_display,527.20,135523,0
2024-06-22,C0011,google_display_0011,google_display,670.71,134569,3
2024-06-22,C0024,facebook_0024,facebook,603.99,87916,2
2024-06-22,C0125,instagram_0125,instagram,859.56,59604,0
2024-06-22,C0158,tiktok_0158,tiktok,1040.44,179229,1
2024-06-22,C0201,tiktok_0201,tiktok,975.62,124811,0
2024-06-22,C0206,tiktok_0206,tiktok,741.01,94698,0
2024-06-22,C0211,instagram_0211,instagram,199.19,13265,0
2024-06-22,C0232,google_search_0232,google_search,481.54,17769,2
2024-06-22,C0240,tiktok_0240,tiktok,795.64,84058,0
2024-06-22,C0248,instagram_0248,instagram,979.73,91368,0
2024-06-22,C0281,instagram_0281,instagram,189.36,13183,0
2024-06-22,C0293,instagram_0293,instagram,1038.42,83844,0
2024-06-22,C0304,google_display_0304,google_display,655.39,164096,0
2024-06-22,C0317,instagram_0317,instagram,941.62,105555,0
2024-06-22,C0388,google_display_0388,google_display,297.84,138118,0
2024-06-22,C0402,tiktok_0402,tiktok,728.74,110672,0
2024-06-22,C0457,instagram_0457,instagram,1137.02,96904,0
2024-06-22,C0479,google_display_0479,google_display,546.50,121645,0
2024-06-22,C0480,google_search_0480,google_search,823.90,34476,0
2024-06-22,C0558,google_search_0558,google_search,703.16,22965,0
2024-06-22,C0590,google_display_0590,google_display,190.69,78469,0
2024-06-22,C0592,google_display_0592,google_display,734.06,282903,0
2024-06-22,C0611,google_search_0611,google_search,1327.44,49218,1
2024-06-22,C0628,google_search_0628,google_search,522.74,27076,0
2024-06-22,C0681,google_display_0681,google_display,741.45,262654,0
2024-06-22,C0726,instagram_0726,instagram,254.28,28752,0
2024-06-22,C0727,tiktok_0727,tiktok,942.09,167900,0
2024-06-22,C0735,instagram_0735,instagram,973.65,104618,0
2024-06-22,C0746,google_display_0746,google_display,902.66,272985,0
2024-06-23,C0011,google_display_0011,google_display,583.76,132631,2
2024-06-23,C0024,facebook_0024,facebook,905.90,72491,2
2024-06-23,C0125,instagram_0125,instagram,414.31,35192,1
2024-06-23,C0158,tiktok_0158,tiktok,233.37,26134,1
2024-06-23,C0201,tiktok_0201,tiktok,752.55,105466,0
2024-06-23,C0206,tiktok_0206,tiktok,1028.43,242757,0
2024-06-23,C0211,instagram_0211,instagram,379.80,47111,0
2024-06-23,C0232,google_search_0232,google_search,365.83,17474,1
2024-06-23,C0240,tiktok_0240,tiktok,963.90,127101,0
2024-06-23,C0248,instagram_0248,instagram,962.13,76189,0
2024-06-23,C0281,instagram_0281,instagram,280.52,20214,0
2024-06-23,C0293,instagram_0293,instagram,847.71,74965,0
2024-06-23,C0304,google_display_0304,google_display,317.67,73094,0
2024-06-23,C0317,instagram_0317,instagram,818.67,80338,0
2024-06-23,C0388,google_display_0388,google_display,530.31,111790,0
2024-06-23,C0402,tiktok_0402,tiktok,842.84,210475,0
2024-06-23,C0457,instagram_0457,instagram,1213.15,114138,0
2024-06-23,C0479,google_display_0479,google_display,1389.93,595972,0
2024-06-23,C0480,google_search_0480,google_search,627.05,26506,0
2024-06-23,C0558,google_search_0558,google_search,783.56,31857,0
2024-06-23,C0590,google_display_0590,google_display,1249.68,329541,0
2024-06-23,C0592,google_display_0592,google_display,737.27,132838,0
2024-06-23,C0611,google_search_0611,google_search,810.34,25727,0
2024-06-23,C0628,google_search_0628,google_search,567.55,19193,0
2024-06-23,C0681,google_display_0681,google_display,524.55,91165,0
2024-06-23,C0726,instagram_0726,instagram,303.67,21059,0
2024-06-23,C0727,tiktok_0727,tiktok,1094.01,211313,0
2024-06-23,C0735,instagram_0735,instagram,1023.24,95257,0
2024-06-23,C0746,google_display_0746,google_display,762.11,285894,0
2024-06-24,C0011,google_display_0011,google_display,791.02,302282,1
2024-06-24,C0024,facebook_0024,facebook,652.49,49368,3
2024-06-24,C0125,instagram_0125,instagram,518.00,34300,0
2024-06-24,C0158,tiktok_0158,tiktok,739.71,86240,0
2024-06-24,C0201,tiktok_0201,tiktok,1220.20,140510,0
2024-06-24,C0206,tiktok_0206,tiktok,811.55,146270,0
2024-06-24,C0211,instagram_0211,instagram,273.47,21191,0
2024-06-24,C0232,google_search_0232,google_search,374.85,13741,3
2024-06-24,C0240,tiktok_0240,tiktok,684.12,103662,0
2024-06-24,C0248,instagram_0248,instagram,1136.84,76243,0
2024-06-24,C0281,instagram_0281,instagram,234.68,20148,0
2024-06-24,C0293,instagram_0293,instagram,967.02,95210,0
2024-06-24,C0304,google_display_0304,google_display,562.45,155452,0
2024-06-24,C0317,instagram_0317,instagram,1819.94,163672,0
2024-06-24,C0388,google_display_0388,google_display,952.61,355012,0
2024-06-24,C0402,tiktok_0402,tiktok,295.86,44612,0
2024-06-24,C0457,instagram_0457,instagram,513.88,42908,0
2024-06-24,C0480,google_search_0480,google_search,436.61,18082,0
2024-06-24,C0558,google_search_0558,google_search,806.84,25236,0
2024-06-24,C0590,google_display_0590,google_display,890.19,293433,0
2024-06-24,C0592,google_display_0592,google_display,659.95,146412,0
2024-06-24,C0611,google_search_0611,google_search,877.64,27499,0
2024-06-24,C0628,google_search_0628,google_search,1044.49,37621,1
2024-06-24,C0681,google_display_0681,google_display,597.24,208828,0
2024-06-24,C0726,instagram_0726,instagram,1204.59,100339,0
2024-06-24,C0727,tiktok_0727,tiktok,1063.66,187240,0
2024-06-24,C0735,instagram_0735,instagram,602.52,65685,0
2024-06-24,C0746,google_display_0746,google_display,741.34,317364,0
2024-06-25,C0011,google_display_0011,google_display,1096.42,273413,0
2024-06-25,C0024,facebook_0024,facebook,940.41,71106,1
2024-06-25,C0125,instagram_0125,instagram,601.40,44124,0
2024-06-25,C0158,tiktok_0158,tiktok,296.75,35901,0
2024-06-25,C0201,tiktok_0201,tiktok,1090.45,146333,0
2024-06-25,C0206,tiktok_0206,tiktok,1083.87,193214,0
2024-06-25,C0211,instagram_0211,instagram,326.38,23609,0
2024-06-25,C0232,google_search_0232,google_search,346.24,14994,3
2024-06-25,C0240,tiktok_0240,tiktok,1247.92,189641,0
2024-06-25,C0248,instagram_0248,instagram,540.85,54671,0
