reservation_id,user_id,listing_id,reservation_date,duration_months,amount
R006569,U03384,L00068,2025-07-11,1,370.74
R008046,U04126,L05685,2025-07-11,1,265.38
R008867,U04571,L04455,2025-07-11,1,368.67
R010973,U05648,L02329,2025-07-11,2,841.72
R012393,U06344,L04561,2025-07-11,2,188.90
R013043,U06702,L02030,2025-07-11,2,631.20
R015287,U07898,L02366,2025-07-11,1,162.88
R016401,U08474,L05368,2025-07-11,1,377.87
R016552,U08562,L00462,2025-07-11,1,230.98
R017322,U08967,L05352,2025-07-11,1,65.87
R018735,U09698,L03407,2025-07-11,2,895.20
R021432,U11083,L00455,2025-07-11,1,216.52
R021939,U11327,L03339,2025-07-11,3,461.58
R022845,U11775,L01960,2025-07-11,6,309.06
R023998,U12391,L00444,2025-07-11,1,227.47
R026626,U13713,L04173,2025-07-11,12,4423.56
R027740,U14285,L02226,2025-07-11,2,625.66
R027749,U14289,L01918,2025-07-11,2,810.14
R028956,U14858,L02041,2025-07-11,3,598.86
R000273,U00135,L01162,2025-07-12,1,270.48
R001028,U00496,L04958,2025-07-12,2,873.74
R001540,U00778,L05983,2025-07-12,6,2110.26
R008826,U04547,L00437,2025-07-12,3,925.56
R009905,U05104,L02303,2025-07-12,6,1728.06
R009981,U05142,L03361,2025-07-12,1,370.61
R011197,U05749,L05007,2025-07-12,6,2524.20
R011542,U05932,L00333,2025-07-12,6,2210.82
R011628,U05976,L05062,2025-07-12,3,452.58
R013032,U06696,L04271,2025-07-12,3,503.52
R014275,U07382,L04834,2025-07-12,1,208.52
R015809,U08151,L02557,2025-07-12,1,186.95
R017434,U09019,L00221,2025-07-12,2,126.72
R017450,U09031,L05883,2025-07-12,1,285.40
R017759,U09177,L04042,2025-07-12,3,569.34
R019522,U10115,L04204,2025-07-12,6,2035.86
R019654,U10182,L04748,2025-07-12,1,159.92
R021038,U10888,L01876,2025-07-12,1,268.84
R021699,U11210,L04505,2025-07-12,1,134.97
R022317,U11520,L03992,2025-07-12,1,336.88
R024906,U12850,L00831,2025-07-12,2,392.46
R027289,U14049,L02959,2025-07-12,6,2435.58
R027361,U14083,L00020,2025-07-12,3,477.96
R005464,U02835,L03727,2025-07-13,1,68.96
R007816,U04014,L02341,2025-07-13,3,1310.46
R008369,U04302,L01551,2025-07-13,2,404.20
R008990,U04637,L01847,2025-07-13,2,340.88
R009054,U04669,L05502,2025-07-13,2,799.12
R009904,U05104,L05620,2025-07-13,1,319.13
R012037,U06162,L03887,2025-07-13,1,394.20
R013069,U06717,L02024,2025-07-13,3,326.19
R013097,U06736,L00294,2025-07-13,1,244.15
R014218,U07351,L02228,2025-07-13,1,136.15
R014663,U07584,L01857,2025-07-13,1,319.64
R017292,U08954,L05199,2025-07-13,1,295.33
R017410,U09008,L05396,2025-07-13,1,386.75
R017685,U09137,L04370,2025-07-13,3,1012.56
R017747,U09173,L01941,2025-07-13,1,345.74
R019341,U10009,L02233,2025-07-13,6,753.36
R019621,U10163,L02275,2025-07-13,2,589.78
R019663,U10187,L00333,2025-07-13,1,368.47
R025205,U13013,L05774,2025-07-13,2,547.44
R027878,U14350,L01543,2025-07-13,3,959.73
R028800,U14785,L04350,2025-07-13,3,1004.16
R000791,U00385,L00736,2025-07-14,2,514.48
R001071,U00522,L05395,2025-07-14,6,2584.38
R001681,U00840,L01443,2025-07-14,2,722.44
R001689,U00843,L04314,2025-07-14,3,1008.66
R001831,U00932,L04666,2025-07-14,1,429.62
R002772,U01427,L02323,2025-07-14,2,234.22
R002947,U01511,L00871,2025-07-14,2,640.38
R004919,U02572,L01231,2025-07-14,1,331.75
R005089,U02645,L04627,2025-07-14,1,103.53
R005768,U02980,L00944,2025-07-14,3,693.72
R006088,U03139,L00269,2025-07-14,1,72.04
R006126,U03160,L02450,2025-07-14,6,794.34
R006769,U03481,L03686,2025-07-14,1,213.17
R010607,U05460,L05072,2025-07-14,1,111.89
R010732,U05527,L02058,2025-07-14,2,133.62
R010902,U05606,L03438,2025-07-14,3,359.10
R011125,U05715,L05756,2025-07-14,2,305.70
R011366,U05834,L00224,2025-07-14,2,708.46
R012092,U06192,L05570,2025-07-14,6,1645.08
R012450,U06383,L01945,2025-07-14,2,204.04
R013141,U06755,L01075,2025-07-14,6,1639.08
R013415,U06898,L01055,2025-07-14,1,87.34
R013447,U06923,L04593,2025-07-14,1,406.25
R013923,U07186,L03634,2025-07-14,3,689.85
R014916,U07711,L04676,2025-07-14,6,2189.64
R015665,U08085,L05482,2025-07-14,3,258.63
R016065,U08300,L04330,2025-07-14,1,300.38
R016081,U08310,L01020,2025-07-14,3,367.74
R019039,U09856,L03652,2025-07-14,1,181.54
R019421,U10054,L05038,2025-07-14,2,734.98
R023063,U11899,L04927,2025-07-14,6,1471.26
R024861,U12833,L03552,2025-07-14,1,445.76
R025012,U12902,L03633,2025-07-14,1,51.78
R000067,U00033,L02493,2025-07-15,1,285.06
R000514,U00253,L03140,2025-07-15,1,378.90
R000585,U00288,L01662,2025-07-15,1,70.99
R001054,U00513,L04716,2025-07-15,6,1862.64
R001109,U00540,L05423,2025-07-15,1,82.96
R003871,U01980,L03061,2025-07-15,1,109.99
R005121,U02662,L00114,2025-07-15,12,4868.76
R005447,U02826,L03129,2025-07-15,1,276.70
R007574,U03893,L05405,2025-07-15,2,760.46
R009898,U05102,L01191,2025-07-15,3,320.10
R010040,U05171,L04043,2025-07-15,1,287.42
R012048,U06169,L00950,2025-07-15,1,189.10
R012883,U06609,L02088,2025-07-15,3,973.98
R012906,U06618,L00758,2025-07-15,1,235.78
R013205,U06792,L04059,2025-07-15,6,809.88
R015490,U07997,L04489,2025-07-15,2,228.46
R015920,U08217,L03391,2025-07-15,12,4429.32
R016045,U08282,L05620,2025-07-15,2,638.26
R016983,U08779,L01751,2025-07-15,3,959.13
R017681,U09135,L02341,2025-07-15,2,873.64
R017702,U09147,L05557,2025-07-15,12,2908.20
R017867,U09237,L00156,2025-07-15,6,1875.96
R017964,U09295,L05063,2025-07-15,2,731.76
R018381,U09507,L03684,2025-07-15,1,61.10
R019685,U10198,L05118,2025-07-15,1,286.48
R020032,U10368,L04598,2025-07-15,2,593.82
R021159,U10941,L02864,2025-07-15,3,834.12
R021193,U10953,L03349,2025-07-15,2,258.30
R022061,U11384,L00961,2025-07-15,1,324.72
R022560,U11640,L04902,2025-07-15,1,330.34
R023548,U12152,L02668,2025-07-15,1,396.11
R024555,U12680,L01391,2025-07-15,1,74.37
R025393,U13103,L01661,2025-07-15,2,525.34
R025395,U13104,L05422,2025-07-15,2,271.10
R026633,U13715,L00499,2025-07-15,2,376.16
R027960,U14380,L03642,2025-07-15,3,253.17
R000433,U00211,L00896,2025-07-16,2,521.80
R001432,U00723,L02659,2025-07-16,6,1774.50
R005362,U02783,L05225,2025-07-16,3,1115.28
R005492,U02846,L04909,2025-07-16,2,599.72
R006390,U03297,L02202,2025-07-16,12,5343.72
R008168,U04191,L01270,2025-07-16,6,1902.54
R009213,U04744,L00864,2025-07-16,12,3355.20
R011281,U05802,L00994,2025-07-16,3,220.47
R011909,U06103,L03015,2025-07-16,1,346.82
R013776,U07105,L03818,2025-07-16,1,131.36
R014484,U07500,L02933,2025-07-16,6,2608.98
R015169,U07841,L02996,2025-07-16,3,692.58
R019444,U10073,L05294,2025-07-16,12,1435.44
R019804,U10261,L02937,2025-07-16,2,108.64
R021597,U11159,L04516,2025-07-16,12,994.68
R022324,U11524,L02506,2025-07-16,1,445.16
R022376,U11556,L00700,2025-07-16,6,2305.86
R023423,U12093,L04348,2025-07-16,1,439.76
R024753,U12774,L04898,2025-07-16,1,156.08
R025060,U12930,L05767,2025-07-16,6,1050.30
R027642,U14239,L02468,2025-07-16,3,863.13
R027806,U14315,L00477,2025-07-16,3,679.17
R028348,U14572,L01206,2025-07-16,3,1093.11
R028663,U14722,L02765,2025-07-16,1,66.53
R001204,U00595,L04216,2025-07-17,2,144.50
R001472,U00740,L03754,2025-07-17,3,154.80
R002286,U01182,L03876,2025-07-17,3,1279.50
R002554,U01312,L00215,2025-07-17,3,814.41
R002742,U01414,L04846,2025-07-17,12,2870.28
R002779,U01430,L00329,2025-07-17,6,1101.36
R003413,U01737,L04623,2025-07-17,1,128.21
R004742,U02448,L05565,2025-07-17,1,137.00
R005186,U02688,L02621,2025-07-17,1,322.89
R006667,U03427,L00241,2025-07-17,6,2698.98
R007361,U03782,L03659,2025-07-17,1,407.05
R010254,U05281,L02259,2025-07-17,1,137.10
R012535,U06420,L01598,2025-07-17,1,129.13
R012743,U06527,L02038,2025-07-17,1,384.17
R012835,U06583,L04379,2025-07-17,1,53.95
R013495,U06952,L01282,2025-07-17,12,3015.36
R013585,U06999,L01289,2025-07-17,6,1864.44
R013914,U07179,L03610,2025-07-17,3,299.04
R014085,U07273,L01273,2025-07-17,6,2520.78
R014268,U07380,L03283,2025-07-17,6,2484.72
R014618,U07563,L01578,2025-07-17,1,337.55
R014950,U07726,L05713,2025-07-17,3,493.98
R015891,U08197,L05856,2025-07-17,1,94.10
R016248,U08398,L02631,2025-07-17,1,185.82
R016746,U08656,L03085,2025-07-17,2,556.82
R017314,U08964,L03479,2025-07-17,3,1323.18
R017889,U09245,L02269,2025-07-17,1,91.22
R019671,U10190,L02283,2025-07-17,1,331.24
R022820,U11762,L00444,2025-07-17,1,227.47
R023029,U11883,L03612,2025-07-17,2,264.66
R024059,U12430,L03335,2025-07-17,1,431.18
R026544,U13683,L00613,2025-07-17,6,1667.70
R027624,U14232,L01155,2025-07-17,2,557.56
R000830,U00403,L04010,2025-07-18,12,4950.84
R001865,U00951,L02191,2025-07-18,12,4620.00
R006066,U03127,L01661,2025-07-18,2,525.34
R006219,U03201,L02941,2025-07-18,1,271.46
R007817,U04014,L05414,2025-07-18,1,99.24
R008463,U04355,L03100,2025-07-18,2,613.84
R009155,U04715,L01264,2025-07-18,1,174.78
R009522,U04917,L05468,2025-07-18,3,315.66
R010192,U05249,L02979,2025-07-18,3,1021.56
R010531,U05424,L05765,2025-07-18,2,767.70
R010806,U05560,L05083,2025-07-18,1,294.18
R010985,U05657,L02981,2025-07-18,1,56.82
R011399,U05852,L03212,2025-07-18,6,339.24
R011949,U06125,L04946,2025-07-18,2,672.34
R012873,U06605,L01191,2025-07-18,2,213.40
R015215,U07861,L02659,2025-07-18,1,295.75
R015241,U07875,L05037,2025-07-18,1,144.15
R016781,U08675,L03422,2025-07-18,3,1298.82
R017814,U09207,L02733,2025-07-18,1,93.79
R017977,U09300,L01744,2025-07-18,1,280.98
R018373,U09502,L02947,2025-07-18,1,376.36
R018524,U09584,L01230,2025-07-18,6,1612.68
R019118,U09903,L02129,2025-07-18,1,131.71
R020852,U10797,L04245,2025-07-18,2,430.36
R021826,U11274,L00520,2025-07-18,1,381.01
R022698,U11705,L02777,2025-07-18,1,343.93
R023566,U12163,L05666,2025-07-18,3,740.31
R024958,U12874,L02866,2025-07-18,3,1057.35
R025028,U12911,L05980,2025-07-18,1,330.04
R025364,U13090,L01695,2025-07-18,2,265.34
R025613,U13214,L01422,2025-07-18,1,400.26
R026304,U13557,L02446,2025-07-18,1,257.68
R026991,U13908,L05456,2025-07-18,6,1623.84
R027693,U14267,L05787,2025-07-18,1,376.27
R029130,U14964,L01125,2025-07-18,1,446.94
R000630,U00312,L01324,2025-07-19,3,854.19
R000831,U00404,L01145,2025-07-19,2,782.56
R001399,U00703,L02691,2025-07-19,1,220.55
R001640,U00819,L00513,2025-07-19,12,4408.68
R002553,U01312,L02719,2025-07-19,2,308.42
R002990,U01530,L02228,2025-07-19,2,272.30
R006020,U03104,L01230,2025-07-19,3,806.34
R010006,U05154,L03158,2025-07-19,2,554.16
R010418,U05366,L04548,2025-07-19,1,310.35
R012997,U06673,L05544,2025-07-19,2,705.24
R013922,U07185,L01250,2025-07-19,1,364.57
R014208,U07348,L03968,2025-07-19,6,1023.96
R015032,U07761,L01687,2025-07-19,12,3372.24
R015146,U07825,L03940,2025-07-19,12,3375.48
R018064,U09350,L03925,2025-07-19,2,326.14
R018378,U09504,L01143,2025-07-19,1,241.63
R019610,U10157,L01663,2025-07-19,3,1146.42
R020768,U10762,L03450,2025-07-19,1,150.23
R022779,U11741,L04118,2025-07-19,1,52.98
R023076,U11911,L05258,2025-07-19,1,183.69
R023696,U12230,L05966,2025-07-19,2,128.92
R024472,U12636,L01973,2025-07-19,6,686.10
R025383,U13099,L00273,2025-07-19,3,767.34
R025566,U13191,L00444,2025-07-19,1,227.47
R026895,U13860,L04002,2025-07-19,1,322.83
R028167,U14486,L03249,2025-07-19,2,670.24
R000107,U00054,L01202,2025-07-20,2,891.24
R000177,U00086,L04577,2025-07-20,6,1216.62
R001198,U00593,L00785,2025-07-20,12,3709.20
R002535,U01300,L05721,2025-07-20,1,395.36
R003789,U01941,L02136,2025-07-20,3,744.30
R005746,U02968,L04678,2025-07-20,1,284.03
R006060,U03124,L00122,2025-07-20,3,1345.38
R008327,U04277,L04056,2025-07-20,3,1160.91
R009166,U04721,L05797,2025-07-20,1,181.81
R009208,U04741,L01468,2025-07-20,6,2289.90
R009428,U04859,L01172,2025-07-20,12,5146.08
R010251,U05281,L02012,2025-07-20,1,250.13
R011649,U05991,L00833,2025-07-20,6,1480.86
R011682,U06005,L05843,2025-07-20,2,294.86
R011998,U06147,L02197,2025-07-20,2,800.40
R012028,U06161,L01196,2025-07-20,1,163.74
R012190,U06242,L01474,2025-07-20,1,300.25
R012854,U06596,L04159,2025-07-20,1,174.36
R013458,U06929,L03045,2025-07-20,12,2623.20
R013635,U07019,L03231,2025-07-20,3,851.31
R018300,U09463,L02010,2025-07-20,1,115.83
R020445,U10591,L02703,2025-07-20,1,367.79
R022614,U11666,L05957,2025-07-20,6,1920.72
R023863,U12319,L02839,2025-07-20,2,293.60
R024061,U12432,L05181,2025-07-20,1,276.09
R024844,U12823,L02379,2025-07-20,1,328.15
R026298,U13556,L04464,2025-07-20,6,1483.56
R000076,U00039,L05120,2025-07-21,1,153.61
R000137,U00066,L02238,2025-07-21,1,253.74
R000896,U00428,L03477,2025-07-21,6,884.94
R000904,U00431,L00336,2025-07-21,2,469.52
R001655,U00829,L02364,2025-07-21,6,1061.82
R002672,U01376,L05472,2025-07-21,2,261.48
R003307,U01679,L05187,2025-07-21,1,211.13
R003678,U01880,L02641,2025-07-21,1,332.25
R004167,U02142,L01545,2025-07-21,1,383.47
R004202,U02159,L03076,2025-07-21,1,213.44
R007593,U03902,L03143,2025-07-21,3,669.57
R009484,U04893,L01101,2025-07-21,6,457.02
R010638,U05472,L01399,2025-07-21,2,472.56
R011532,U05925,L05459,2025-07-21,2,163.42
R011537,U05929,L00774,2025-07-21,3,1017.21
R012263,U06277,L03662,2025-07-21,6,2403.18
R016055,U08291,L01221,2025-07-21,2,693.56
R016684,U08631,L01537,2025-07-21,3,1192.50
R017595,U09091,L05113,2025-07-21,1,224.28
R018649,U09656,L04682,2025-07-21,1,107.56
R019667,U10187,L00075,2025-07-21,1,379.81
R020162,U10431,L05719,2025-07-21,1,123.01
R022484,U11612,L00770,2025-07-21,2,457.18
R022825,U11765,L04318,2025-07-21,1,426.37
R023155,U11951,L04703,2025-07-21,6,2282.82
R023439,U12102,L03175,2025-07-21,1,447.34
R024677,U12738,L05936,2025-07-21,1,223.35
R025594,U13206,L03814,2025-07-21,1,174.32
R027177,U14002,L00090,2025-07-21,1,66.00
R027929,U14366,L02110,2025-07-21,3,1342.02
R028247,U14517,L00765,2025-07-21,1,226.18
R028253,U14520,L05010,2025-07-21,2,554.92
R028836,U14806,L03393,2025-07-21,6,2089.26
R028949,U14857,L04127,2025-07-21,1,432.88
R003739,U01913,L05791,2025-07-22,1,381.64
R003778,U01934,L04020,2025-07-22,2,688.56
R003933,U02007,L03344,2025-07-22,1,329.72
R006301,U03244,L02136,2025-07-22,3,744.30
R007046,U03625,L02165,2025-07-22,6,2489.46
R008760,U04521,L00055,2025-07-22,2,209.64
R010302,U05310,L05501,2025-07-22,6,1497.30
R010552,U05432,L01574,2025-07-22,1,99.86
R010754,U05534,L04626,2025-07-22,1,262.08
R011486,U05903,L00233,2025-07-22,1,415.04
R012576,U06435,L01200,2025-07-22,3,641.82
R014190,U07341,L02470,2025-07-22,3,1248.03
R014574,U07545,L01714,2025-07-22,3,975.99
R015159,U07835,L00999,2025-07-22,1,114.99
R015378,U07942,L04170,2025-07-22,2,434.36
R017448,U09029,L04133,2025-07-22,3,253.68
R018537,U09589,L05686,2025-07-22,1,431.39
R019949,U10325,L04524,2025-07-22,3,1268.61
R023236,U12000,L01150,2025-07-22,3,588.36
R024588,U12690,L02569,2025-07-22,1,74.66
R024712,U12754,L00369,2025-07-22,1,265.32
R024942,U12863,L00722,2025-07-22,1,372.56
R026441,U13630,L00774,2025-07-22,1,339.07
R027415,U14108,L04824,2025-07-22,3,597.33
R028219,U14501,L04108,2025-07-22,2,569.56
R028529,U14659,L02162,2025-07-22,12,1733.52
R028919,U14844,L00558,2025-07-22,12,1629.36
R000205,U00103,L04471,2025-07-23,3,1263.39
R000610,U00299,L01733,2025-07-23,3,1287.60
R000665,U00327,L01471,2025-07-23,6,1269.36
R005099,U02650,L04966,2025-07-23,1,378.10
R006735,U03463,L05014,2025-07-23,1,394.66
R006838,U03519,L03993,2025-07-23,12,1973.40
R007166,U03683,L01979,2025-07-23,1,227.59
R007479,U03847,L05772,2025-07-23,1,431.51
R007769,U03990,L05312,2025-07-23,1,339.86
R008424,U04334,L05520,2025-07-23,12,1395.96
R009063,U04673,L00452,2025-07-23,2,856.20
R009706,U05011,L05834,2025-07-23,3,1261.62
R010755,U05535,L05767,2025-07-23,2,350.10
R011149,U05725,L00885,2025-07-23,6,1712.58
R012229,U06261,L02230,2025-07-23,1,389.47
R013745,U07086,L03426,2025-07-23,2,167.58
R014081,U07271,L02814,2025-07-23,6,1065.00
R014241,U07366,L02082,2025-07-23,1,176.52
R015515,U08012,L01945,2025-07-23,1,102.02
R016553,U08562,L00056,2025-07-23,1,393.92
R016651,U08622,L00309,2025-07-23,2,364.14
R016752,U08659,L01682,2025-07-23,2,688.80
R021254,U10984,L03729,2025-07-23,2,775.22
R021999,U11349,L01255,2025-07-23,2,576.86
R022517,U11625,L00953,2025-07-23,6,1304.16
R023212,U11986,L02637,2025-07-23,6,1410.96
R023705,U12235,L04628,2025-07-23,1,80.48
R023875,U12327,L04011,2025-07-23,1,99.21
R025059,U12930,L04552,2025-07-23,1,168.59
R025786,U13300,L05576,2025-07-23,1,285.90
R026558,U13689,L00436,2025-07-23,3,661.59
R027215,U14018,L00122,2025-07-23,1,448.46
R027264,U14035,L03973,2025-07-23,1,339.63
R028168,U14486,L04182,2025-07-23,2,154.38
R000421,U00208,L05855,2025-07-24,1,218.57
R000956,U00457,L03407,2025-07-24,3,1342.80
R001200,U00595,L04649,2025-07-24,2,661.78
R001417,U00714,L05986,2025-07-24,1,225.72
R003143,U01605,L03378,2025-07-24,1,89.32
R003436,U01746,L05102,2025-07-24,2,565.02
R007171,U03686,L04198,2025-07-24,6,2090.04
R008431,U04341,L01833,2025-07-24,1,425.03
R009132,U04700,L03817,2025-07-24,6,594.24
R009335,U04812,L05890,2025-07-24,1,143.11
R011186,U05743,L04806,2025-07-24,1,191.64
R013197,U06785,L04810,2025-07-24,3,758.43
R013737,U07083,L03225,2025-07-24,12,5393.04
R013805,U07118,L04084,2025-07-24,2,332.20
R018898,U09784,L05554,2025-07-24,2,882.52
R020059,U10382,L02368,2025-07-24,1,391.93
R020475,U10606,L01705,2025-07-24,1,120.50
R021902,U11309,L05389,2025-07-24,1,402.47
R024460,U12631,L02951,2025-07-24,2,370.62
R024587,U12690,L03538,2025-07-24,1,326.79
R027994,U14396,L04965,2025-07-24,1,111.73
R002054,U01054,L00702,2025-07-25,12,1296.84
R003194,U01632,L03233,2025-07-25,3,752.22
R004439,U02286,L03813,2025-07-25,3,349.35
R004837,U02518,L03752,2025-07-25,6,2081.04
R005612,U02895,L02663,2025-07-25,1,345.91
R007896,U04047,L02804,2025-07-25,2,576.40
R010118,U05219,L03750,2025-07-25,1,178.26
R012424,U06361,L05019,2025-07-25,3,1240.86
R012828,U06577,L05716,2025-07-25,3,1209.69
R014108,U07292,L03696,2025-07-25,2,385.36
R014258,U07376,L00333,2025-07-25,1,368.47
R015238,U07875,L03774,2025-07-25,2,443.04
R015782,U08142,L04070,2025-07-25,2,888.22
R016587,U08582,L01942,2025-07-25,2,120.60
R017143,U08870,L03630,2025-07-25,1,157.27
R017669,U09128,L02916,2025-07-25,1,63.00
R018384,U09508,L02471,2025-07-25,3,1084.44
R019185,U09938,L02901,2025-07-25,2,898.88
R020099,U10396,L01189,2025-07-25,1,57.24
R020324,U10520,L00069,2025-07-25,6,832.80
R020469,U10604,L03960,2025-07-25,6,1691.28
R020885,U10808,L03244,2025-07-25,6,2289.24
R021252,U10984,L02830,2025-07-25,2,146.66
R025973,U13387,L05927,2025-07-25,12,2632.56
R028217,U14501,L02436,2025-07-25,2,750.44
R001006,U00485,L01099,2025-07-26,12,1222.20
R001269,U00630,L05130,2025-07-26,2,141.02
R001916,U00975,L02167,2025-07-26,1,444.73
R002257,U01161,L00836,2025-07-26,3,339.48
R006987,U03593,L01254,2025-07-26,2,213.82
R007309,U03760,L02422,2025-07-26,1,79.33
R007922,U04058,L05545,2025-07-26,1,100.41
R009010,U04649,L00809,2025-07-26,12,2444.40
R009984,U05142,L02865,2025-07-26,3,501.99
R011574,U05950,L03969,2025-07-26,1,184.28
R012771,U06543,L01317,2025-07-26,1,127.30
R013969,U07204,L02113,2025-07-26,1,88.54
R014406,U07459,L05017,2025-07-26,1,96.02
R015596,U08056,L03165,2025-07-26,12,1122.12
R015898,U08200,L01557,2025-07-26,12,1712.28
R015983,U08253,L05865,2025-07-26,2,622.98
R018001,U09311,L02770,2025-07-26,12,1925.28
R019257,U09969,L00284,2025-07-26,1,379.68
R019547,U10125,L02788,2025-07-26,12,2285.40
R022298,U11510,L03368,2025-07-26,1,200.53
R022693,U11703,L00687,2025-07-26,2,552.18
R022752,U11731,L02267,2025-07-26,2,369.64
R023256,U12005,L04509,2025-07-26,2,817.62
R024073,U12441,L02218,2025-07-26,2,755.90
R024160,U12484,L02882,2025-07-26,2,828.40
R024676,U12738,L01016,2025-07-26,2,495.30
R025090,U12946,L05755,2025-07-26,6,1364.64
R026057,U13433,L01000,2025-07-26,1,192.01
R027145,U13990,L01414,2025-07-26,1,241.32
R027529,U14179,L01206,2025-07-26,2,728.74
R001166,U00574,L05242,2025-07-27,1,438.79
R004016,U02058,L00688,2025-07-27,6,1675.80
R007051,U03628,L03246,2025-07-27,1,117.92
R009964,U05133,L04870,2025-07-27,3,192.12
R010866,U05591,L03209,2025-07-27,3,623.52
R012553,U06428,L00579,2025-07-27,2,633.74
R013433,U06910,L02703,2025-07-27,12,4413.48
R015728,U08119,L02783,2025-07-27,12,3624.36
R016467,U08513,L04170,2025-07-27,1,217.18
R017145,U08874,L01804,2025-07-27,1,372.41
R017377,U08988,L04835,2025-07-27,2,469.18
R017916,U09266,L02399,2025-07-27,1,138.21
R018975,U09819,L05455,2025-07-27,3,813.42
R020035,U10369,L01201,2025-07-27,1,274.05
R020501,U10621,L01434,2025-07-27,3,813.45
R020878,U10806,L02591,2025-07-27,1,104.96
R021614,U11168,L00166,2025-07-27,1,406.77
R021914,U11316,L01740,2025-07-27,1,145.95
R022800,U11752,L03486,2025-07-27,3,1187.34
R023363,U12058,L00632,2025-07-27,3,154.89
R023787,U12279,L00132,2025-07-27,1,377.93
R024925,U12856,L00136,2025-07-27,3,1073.88
R026077,U13443,L05529,2025-07-27,1,360.77
R027757,U14296,L05229,2025-07-27,12,4273.92
R028482,U14631,L05552,2025-07-27,2,210.38
R028602,U14696,L01180,2025-07-27,3,934.68
R000503,U00247,L01867,2025-07-28,2,521.96
R000929,U00447,L00275,2025-07-28,2,352.92
R001069,U00521,L02219,2025-07-28,1,177.64
R001106,U00539,L02626,2025-07-28,1,78.76
R001620,U00814,L00870,2025-07-28,6,1728.00
R002092,U01073,L01802,2025-07-28,1,222.89
R002094,U01073,L02313,2025-07-28,1,384.67
R002650,U01364,L00912,2025-07-28,2,592.38
R002668,U01373,L05957,2025-07-28,12,3841.44
R003000,U01534,L03184,2025-07-28,1,180.23
R005756,U02974,L05148,2025-07-28,12,2482.56
R009060,U04671,L03120,2025-07-28,1,210.95
R009769,U05043,L02873,2025-07-28,1,379.78
R010564,U05439,L02615,2025-07-28,1,200.78
R016367,U08456,L05374,2025-07-28,2,164.44
R017631,U09113,L05294,2025-07-28,2,239.24
R017795,U09200,L01318,2025-07-28,3,238.56
R018951,U09809,L00042,2025-07-28,1,336.19
R020311,U10514,L01399,2025-07-28,3,708.84
R022843,U11774,L05803,2025-07-28,3,1211.22
R023118,U11931,L00679,2025-07-28,1,143.79
R023725,U12246,L03637,2025-07-28,1,79.39
R025681,U13245,L00609,2025-07-28,3,238.14
R026248,U13533,L00584,2025-07-28,1,278.35
R027023,U13930,L02923,2025-07-28,1,419.46
R028830,U14805,L02696,2025-07-28,2,485.82
R029174,U14985,L02605,2025-07-28,1,315.97
R001819,U00927,L04793,2025-07-29,1,421.26
R003544,U01805,L03373,2025-07-29,1,109.99
R005129,U02667,L00610,2025-07-29,1,336.99
R005592,U02889,L00961,2025-07-29,3,974.16
R006715,U03452,L02971,2025-07-29,12,2344.56
R006775,U03483,L00597,2025-07-29,2,397.38
R007876,U04038,L03786,2025-07-29,2,577.70
R008566,U04407,L04237,2025-07-29,2,584.44
R008653,U04450,L02970,2025-07-29,1,116.65
R008660,U04456,L03363,2025-07-29,1,235.01
R009008,U04648,L01501,2025-07-29,2,707.06
R009494,U04898,L03818,2025-07-29,2,262.72
R010799,U05557,L05378,2025-07-29,1,381.09
R010817,U05566,L03855,2025-07-29,1,129.73
R011298,U05809,L04661,2025-07-29,2,493.26
R012446,U06383,L00311,2025-07-29,1,386.22
R015336,U07921,L01567,2025-07-29,3,1103.94
R016056,U08293,L03367,2025-07-29,6,2169.96
R017945,U09283,L04714,2025-07-29,6,1379.28
R018072,U09353,L02517,2025-07-29,6,1599.72
R018636,U09648,L00383,2025-07-29,2,833.92
R019022,U09844,L03940,2025-07-29,2,562.58
R020263,U10486,L03255,2025-07-29,1,401.43
R022439,U11594,L02783,2025-07-29,3,906.09
R024133,U12473,L03115,2025-07-29,12,2363.28
R025007,U12899,L01404,2025-07-29,1,227.63
R025876,U13340,L05260,2025-07-29,6,1257.30
R026040,U13423,L03688,2025-07-29,1,417.52
R026116,U13471,L04889,2025-07-29,12,4340.76
R026150,U13484,L04461,2025-07-29,3,794.25
R026347,U13582,L03676,2025-07-29,1,259.14
R027255,U14030,L04751,2025-07-29,2,789.28
R001418,U00714,L03141,2025-07-30,3,861.06
R001445,U00728,L01242,2025-07-30,1,194.70
R003364,U01711,L02989,2025-07-30,1,318.15
R003377,U01717,L05234,2025-07-30,3,180.57
R003497,U01776,L00957,2025-07-30,1,68.23
R003884,U01987,L01045,2025-07-30,1,286.03
R005589,U02887,L02949,2025-07-30,3,520.47
R005717,U02956,L00800,2025-07-30,3,1137.06
R005748,U02968,L01266,2025-07-30,2,716.28
R005978,U03083,L01112,2025-07-30,1,378.24
R006312,U03252,L02392,2025-07-30,6,553.92
R009477,U04889,L01454,2025-07-30,1,66.01
R010081,U05198,L04360,2025-07-30,3,881.43
R010481,U05398,L02551,2025-07-30,2,569.10
R010499,U05405,L00677,2025-07-30,1,167.32
R012461,U06388,L00785,2025-07-30,3,927.30
R012785,U06551,L04670,2025-07-30,12,2831.16
R012862,U06601,L01251,2025-07-30,2,205.94
R017676,U09133,L00336,2025-07-30,2,469.52
R019598,U10150,L02064,2025-07-30,1,432.33
